ESTABILIDAD;05/03/2025 09:28:37AM;DOBACK002;53;0;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3;usciclo4; usciclo5; si; accmag; microsds
-103.94; -88.33; 1050.42; 2800.18; 1916.69; 2616.95;   3.43;   4.74;   0.55; 42479134.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.03; 1059.24; 20807.00; 
09:32:32AM
-124.81; -103.94; 1065.91; 822.67; 792.31; 985.08;   3.48;   4.86;   0.78; 42578555.00; 20000.00; 19999.00; 19998.00; 20000.00; 19998.00;  -0.22; 1078.22; 20239.00; 
-127.37; -99.31; 1042.49; 1693.30; -1587.69; 232.57;   3.45;   4.96;   0.76; 42678577.00; 20000.00; 19998.00; 20000.00; 20238.00; 19761.00;  -0.27; 1054.93; 20239.00; 
-101.02; -95.40; 1030.05; 1010.80; -817.69; 193.20;   3.29;   5.10;   0.72; 42770669.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.02; 1039.38; 20239.00; 
-83.57; -92.35; 1048.47; -26.07; -493.94; -2003.05;   3.24;   5.09;   0.61; 42876587.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.17; 1055.84; 20239.00; 
-73.69; -99.43; 1038.95; -1636.07; -467.69; -1609.30;   3.27;   4.95;   0.42; 42975417.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.26; 1046.30; 20239.00; 
-73.69; -99.31; 1029.07; -2379.82; -638.31; -2269.93;   3.27;   4.79;   0.19; 43075523.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.25; 1036.47; 20239.00; 
-72.47; -110.04; 1054.08; -310.45; -1740.81; -2939.30;   3.17;   4.47;  -0.06; 43174883.00; 19998.00; 20000.00; 19998.00; 20088.00; 19911.00;   0.28; 1062.28; 20239.00; 
-50.39; -110.29; 1054.08; -2252.95; -4615.19; -8587.42;   2.94;   4.53;  -0.71; 43271549.00; 20000.00; 19999.00; 19998.00; 20000.00; 19998.00;   0.50; 1061.03; 20239.00; 
-20.25; -113.09; 1071.53; 4252.67; -3162.69; -8154.30;   2.58;   4.50;  -1.46; 43371598.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.80; 1077.67; 20239.00; 
 19.15; -93.21; 1050.79; -8207.33; -2712.06; -6736.80;   2.30;   5.06;  -2.52; 43471657.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.81; 1055.09; 20239.00; 
09:32:35AM
 65.64; -65.64; 1028.95; 1688.93; 464.19; -8145.55;   2.24;   4.94;  -3.50; 43573795.00; 19999.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.33; 1033.13; 22433.00; 
 59.54; -43.43; 1052.74; -4558.58; -3530.19; -10665.55;   2.27;   5.17;  -4.73; 43673073.00; 19998.00; 20000.00; 19998.00; 20247.00; 19752.00;   0.41; 1055.31; 22433.00; 
 69.66; -31.72; 1078.60; 905.80; -4842.69; -10158.05;   2.16;   5.08;  -5.45; 43770672.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.32; 1081.31; 22433.00; 
103.94; -37.09; 1037.85; 1295.18; -3293.94; -12979.92;   1.96;   5.12;  -6.77; 43878809.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.05; 1043.71; 22433.00; 
120.90; -36.11; 1015.04; -1653.57; -1228.94; -13767.42;   1.88;   5.14;  -8.24; 43978751.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.24; 1022.85; 22433.00; 
139.20; -27.94; 1034.07; -5354.83; 836.06; -11916.80;   1.96;   4.66;  -9.84; 44078871.00; 19998.00; 20000.00; 19999.00; 19998.00; 20000.00;  -0.40; 1043.77; 22433.00; 
193.13; -37.58; 1030.17; -2607.32; 577.94; -17704.93;   2.22;   3.98; -10.69; 44179049.00; 19998.00; 20000.00; 19998.00; 20089.00; 19909.00;  -0.94; 1048.79; 22433.00; 
191.30; -63.81; 1036.15; -2773.57; -843.94; -18982.43;   2.37;   3.76; -12.62; 44279111.00; 19999.00; 20003.00; 19995.00; 20000.00; 19998.00;  -0.91; 1055.59; 22433.00; 
189.22; -78.81; 1047.74; -1614.20; -3293.94; -22211.18;   2.25;   3.59; -14.75; 44379089.00; 19999.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.87; 1067.60; 22433.00; 
205.20; -90.89; 1052.01; -629.83; -2265.81; -23296.18;   2.13;   3.56; -17.09; 44479139.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.02; 1075.68; 22433.00; 
09:32:35AM
212.28; -110.04; 1069.94; 1299.55; -2628.94; -23326.80;   2.01;   3.55; -19.58; 44578613.00; 20001.00; 19997.00; 19999.00; 19998.00; 20000.00;  -1.05; 1096.33; 21491.00; 
223.75; -100.04; 1069.09; 232.05; -4803.31; -26568.68;   1.84;   3.73; -22.15; 44678666.00; 19998.00; 20000.00; 19998.00; 20238.00; 19761.00;  -1.16; 1096.82; 21491.00; 
237.41; -96.87; 1047.25;  22.05; -3748.94; -26533.68;   1.65;   3.93; -24.86; 44770673.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.34; 1078.18; 21491.00; 
254.13; -85.28; 1041.15; 1430.80; -2484.56; -27329.93;   1.37;   3.92; -27.74; 44878685.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.51; 1075.10; 21491.00; 
242.05; -93.94; 1047.98; 3180.80; -1557.06; -25422.43;   1.41;   3.86; -30.69; 44978828.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.38; 1079.66; 21491.00; 
266.81; -76.62; 1093.85; 2870.18; 1133.56; -27194.30;   1.52;   3.92; -33.57; 45078841.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.51; 1128.53; 21491.00; 
250.95; -71.49; 1033.83; -2948.57; 3351.69; -26126.80;   1.65;   4.21; -36.56; 45179030.00; 19998.00; 20000.00; 19998.00; 20088.00; 19911.00;  -1.50; 1066.25; 21491.00; 
234.73; -35.87; 1015.65; 2467.68; -1154.56; -27522.43;   1.63;   4.29; -39.51; 45279028.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.38; 1043.04; 21491.00; 
237.41; -23.67; 1006.01; 1155.18; -2799.56; -26529.30;   1.47;   4.23; -42.47; 45379094.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.43; 1033.92; 21491.00; 
263.28;  -6.34; 1015.04; -4729.20; -616.44; -27041.18;   1.50;   4.07; -45.39; 45479212.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.66; 1048.65; 21491.00; 
09:32:35AM
248.15;  -9.76; 1016.75; -1999.20; -432.69; -25597.43;   1.68;   3.69; -48.15; 45578546.00; 19998.00; 19999.00; 20000.00; 19998.00; 20082.00;  -1.51; 1046.64; 19410.00; 
242.78; -13.30; 1034.56; 1308.30; -581.44; -26734.93;   1.88;   3.44; -50.96; 45678498.00; 19917.00; 19998.00; 20000.00; 20299.00; 19698.00;  -1.42; 1062.75; 19410.00; 
223.63;   0.85; 1037.73; -3123.57; -1985.81; -25124.93;   1.82;   3.39; -53.71; 45770671.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.22; 1061.55; 19410.00; 
218.62;   0.49; 1037.49; 4038.30; -668.94; -22031.80;   1.59;   3.39; -56.42; 45878064.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.18; 1060.27; 19410.00; 
229.85;  -1.10; 1043.34; 4138.92; -2598.31; -23003.05;   1.34;   3.32; -59.03; 45978198.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.27; 1068.36; 19410.00; 
254.25;  10.86; 1034.07; 1583.93; -1837.06; -23913.05;   1.26;   3.38; -61.62; 46078203.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.53; 1064.92; 19410.00; 
254.25;  19.28; 1009.79; 730.80; -511.44; -23549.93;   1.33;   3.35; -64.15; 46178240.00; 20000.00; 19998.00; 20000.00; 20090.00; 19908.00;  -1.59; 1041.49; 19410.00; 
240.95;  14.15; 1024.31; -3552.32; 717.94; -22775.55;   1.50;   3.29; -66.62; 46278265.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.42; 1052.37; 19410.00; 
209.72;   8.54; 1067.01; 3648.93; -5743.94; -22731.80;   1.62;   3.11; -68.95; 46378418.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.03; 1087.46; 19410.00; 
183.85;  -3.90; 1062.62; -349.83; -2725.19; -20981.80;   1.86;   3.14; -71.11; 46478479.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.80; 1078.41; 19410.00; 
09:32:35AM
184.59;  -7.69; 1057.25; 1833.30; -2178.31; -20080.55;   1.75;   3.34; -73.27; 46577946.00; 20001.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.81; 1073.27; 23276.00; 
187.51;   8.78; 1030.66; 2826.43; -1482.69; -18540.55;   1.69;   3.61; -75.34; 46678165.00; 19998.00; 20000.00; 19998.00; 20240.00; 19759.00;  -0.89; 1047.61; 23276.00; 
173.85;  17.32; 1024.07; 883.92; -1106.44; -18076.80;   1.66;   3.65; -77.31; 46777890.00; 19999.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.76; 1038.86; 23276.00; 
169.34;   9.27; 1049.57; -927.33; -944.56; -17096.80;   1.62;   3.58; -79.21; 46878151.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.68; 1063.18; 23276.00; 
158.60;  -7.56; 1077.02; 1772.05; -485.19; -16633.05;   1.62;   3.51; -81.01; 46978877.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.53; 1088.66; 23276.00; 
135.66;  -9.64; 1065.30; 2034.55; -2121.44; -15683.67;   1.67;   3.63; -82.75; 47078806.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.33; 1073.95; 23276.00; 
114.44;   7.56; 1045.78; 2292.68; -2965.81; -14489.30;   1.46;   3.90; -84.35; 47178822.00; 19998.00; 20000.00; 19998.00; 20088.00; 19911.00;  -0.14; 1052.05; 23276.00; 
116.51;  16.23; 1037.61;  13.30; -944.56; -13058.67;   1.35;   4.07; -85.85; 47278841.00; 20000.00; 19999.00; 19998.00; 20000.00; 19998.00;  -0.17; 1044.26; 23276.00; 
110.41;  19.64; 1029.92; -511.70; 1645.44; -11234.30;   1.46;   4.08; -87.16; 47379070.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.12; 1036.01; 23276.00; 
 83.45;  21.23; 1023.09; 275.80; 2559.81; -9528.05;   1.74;   4.02; -88.29; 47477039.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.15; 1026.71; 23276.00; 
09:32:35AM
 35.62;  33.18; 1025.78; -1885.45; 534.19; -8626.80;   1.98;   3.91; -89.26; 47571680.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.64; 1026.93; 26575.00; 
 11.71;  25.50; 1049.57; 113.93; -1762.69; -7239.92;   1.97;   3.83; -90.07; 47671042.00; 19998.00; 20000.00; 19998.00; 20242.00; 19756.00;   0.88; 1049.94; 26575.00; 
 26.11;  21.72; 1059.20; 1478.93; -2488.94; -7362.42;   1.83;   3.94; -90.81; 47771891.00; 20057.00; 19941.00; 20000.00; 19998.00; 20000.00;   0.74; 1059.75; 26575.00; 
 29.16;  22.08; 1030.53; 3924.55; -507.06; -5962.42;   1.81;   4.16; -91.50; 47871949.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.70; 1031.18; 26575.00; 
  4.39;  34.16; 1027.24; -669.20; -380.19; -4133.67;   1.85;   4.31; -92.02; 47971358.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.96; 1027.82; 26575.00; 
-19.52;  28.06; 1038.46; -1579.20; 280.44; -4024.30;   1.96;   4.24; -92.44; 48072089.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.80; 1039.03; 26575.00; 
-36.97;   9.03; 1037.00; -2174.20; -1224.56; -3096.80;   1.94;   4.23; -92.75; 48172152.00; 20000.00; 19998.00; 20000.00; 20093.00; 19906.00;   0.63; 1037.70; 26575.00; 
-37.21; -20.25; 1032.97; -704.20; 429.19; -2479.93;   1.80;   4.03; -93.12; 48272202.00; 19998.00; 20000.00; 19999.00; 19998.00; 20000.00;   0.62; 1033.84; 26575.00; 
-30.01; -40.75; 1026.02; -1605.45; 297.94; -2059.93;   1.78;   3.93; -93.44; 48372340.00; 19998.00; 20020.00; 19978.00; 20000.00; 19998.00;   0.69; 1027.27; 26575.00; 
-30.99; -43.43; 1029.56;  26.43; 416.06; -2930.55;   1.81;   3.89; -93.75; 48472389.00; 20000.00; 20036.00; 19963.00; 19998.00; 20000.00;   0.68; 1030.94; 26575.00; 
09:32:40AM
-36.97; -51.97; 1022.36; -2266.07; -393.31; -2650.55;   1.84;   3.74; -94.07; 48571678.00; 19999.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.62; 1024.35; 21764.00; 
-37.33; -65.39; 1040.17; -2042.95; 1435.44; -1836.80;   1.84;   3.61; -94.36; 48671049.00; 20000.00; 19998.00; 20000.00; 20240.00; 19759.00;   0.62; 1042.89; 21764.00; 
-43.68; -71.00; 1050.79; 201.43; -165.81; -3105.55;   1.88;   3.67; -94.63; 48771078.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.56; 1054.09; 21764.00; 
-47.95; -71.61; 1047.49; -463.58; -769.56; -2908.68;   1.86;   3.78; -94.91; 48871953.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.52; 1051.03; 21764.00; 
-54.17; -70.88; 1036.27; 625.80; -227.06; -2221.80;   1.85;   3.88; -95.16; 48972026.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.45; 1040.10; 21764.00; 
-67.34; -65.51; 1029.92; 1877.05; 1960.44; -279.30;   1.97;   3.96; -95.32; 49074809.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.32; 1034.20; 21764.00; 
-84.79; -59.05; 1027.48; -844.20; 166.69; -581.17;   2.08;   3.93; -95.38; 49176950.00; 19998.00; 20000.00; 19998.00; 20090.00; 19908.00;   0.14; 1032.67; 21764.00; 
-84.67; -59.05; 1036.88; -2839.20; -585.81; -581.17;   2.08;   3.80; -95.43; 49276914.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.15; 1042.00; 21764.00; 
-85.16; -67.22; 1055.79; -1294.82; -1272.69; -677.42;   2.01;   3.57; -95.50; 49376947.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.16; 1061.35; 21764.00; 
-73.69; -76.86; 1047.61; 310.80; -511.44; -388.67;   1.92;   3.64; -95.56; 49475738.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.26; 1053.01; 21764.00; 
09:32:40AM
-59.78; -57.22; 1047.37; 2192.05; -1163.31; -594.30;   1.80;   3.73; -95.65; 49573018.00; 19998.00; 20000.00; 19999.00; 19998.00; 20000.00;   0.40; 1050.63; 23444.00; 
-51.24; -21.84; 1044.08; 1426.43; -1640.19; -467.42;   1.66;   3.91; -95.72; 49671845.00; 19998.00; 20000.00; 19998.00; 20238.00; 19760.00;   0.49; 1045.56; 23444.00; 
-47.95; -25.38; 1102.64; 4637.67; -1762.69; 643.83;   1.58;   4.06; -95.74; 49771901.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.54; 1103.97; 23444.00; 
-74.30; -58.80; 1246.23; 10364.55; -6343.31; -5686.80;   1.24;   4.77; -95.89; 49873286.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.38; 1249.83; 23444.00; 
-45.14; -11.83; 1124.96; 11733.92; -2655.19; 7639.45;   0.51;   6.15; -96.17; 49972022.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.58; 1125.93; 23444.00; 
 -5.86;  36.97; 925.49; 2725.80; 1207.94; 16765.70;   0.08;   7.04; -94.27; 50071429.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.93; 926.25; 23444.00; 
 16.23;  82.72; 826.92; -3416.70; 4314.19; 2726.32;  -0.01;   6.97; -93.16; 50171501.00; 20000.00; 19998.00; 20000.00; 20088.00; 19910.00;   0.79; 831.20; 23444.00; 
  2.93;  99.31; 874.25; -6522.95; 10587.94; 893.20;   0.26;   6.45; -93.28; 50271537.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.96; 879.88; 23444.00; 
-15.62; 104.31; 1012.36; -30060.45; -2086.44; -1788.68;   0.72;   4.45; -93.40; 50371618.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.84; 1017.84; 23444.00; 
-50.02;  62.34; 1013.09; -20868.57; -6702.06; -1259.30;   1.37;   2.83; -93.54; 50472403.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.48; 1016.24; 23444.00; 
09:32:42AM
  7.81;  16.71; 916.22; -1566.07; 6694.19; -25.55;   1.40;   1.77; -93.45; 50570971.00; 20002.00; 19997.00; 20000.00; 19998.00; 20000.00;   0.91; 916.41; 23303.00; 
 28.91;  20.98; 986.13; -2165.45; 3154.81; -957.42;   1.99;   1.45; -93.47; 50671837.00; 19998.00; 20000.00; 19998.00; 20247.00; 19797.00;   0.69; 986.77; 23303.00; 
-23.18;  31.23; 1120.20; 1015.17; 608.56; 337.58;   2.51;   1.52; -93.50; 50772050.00; 19955.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.78; 1120.88; 23303.00; 
-54.53;  66.49; 1177.30; 1058.93; -4768.31; -397.42;   2.67;   1.97; -93.64; 50871953.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.51; 1180.44; 23303.00; 
-50.63;  57.83; 1082.38; 13518.92; -5993.31; -1355.55;   1.80;   2.14; -93.71; 50972092.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.51; 1085.11; 23303.00; 
 20.13;  65.39; 996.74; 16078.30; -7485.19; -12.43;   1.09;   3.74; -93.73; 51071570.00; 20000.00; 19998.00; 20000.00; 19999.00; 19998.00;   0.79; 999.09; 23303.00; 
 76.13; 136.52; 1003.82; 5683.30; -4413.94; 12123.83;   0.82;   5.32; -93.22; 51176987.00; 19999.00; 20000.00; 19998.00; 20090.00; 19908.00;   0.21; 1015.91; 23303.00; 
 71.49; 232.41; 1032.24; -7087.33; 5911.06; -24013.68;   1.36;   4.43; -93.44; 51278399.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.28; 1060.49; 23303.00; 
 17.81; 222.41; 1041.03; -8211.70; 1308.56; -16252.42;   2.03;   3.78; -96.30; 51378402.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.82; 1064.67; 23303.00; 
  2.81; 180.32; 1032.49; -1211.70; -1837.06; -1189.30;   2.11;   3.53; -96.81; 51478597.00; 20000.00; 19999.00; 20045.00; 19951.00; 20000.00;   0.97; 1048.12; 23303.00; 
09:32:42AM
  5.98; 163.85; 1018.58; 1877.05; -2790.81; 271.95;   1.96;   3.67; -96.90; 51577879.00; 20002.00; 19997.00; 19998.00; 20000.00; 19998.00;   0.94; 1031.69; 20788.00; 
 15.49; 155.43; 1040.90; 2152.68; -2720.81; -257.42;   1.86;   3.83; -96.98; 51677978.00; 20000.00; 19998.00; 20000.00; 20240.00; 19759.00;   0.84; 1052.56; 20788.00; 
  1.71; 162.75; 1038.59; 2270.80; -1653.31; 1046.32;   1.93;   4.14; -97.01; 51778090.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.98; 1051.26; 20788.00; 
  1.95; 153.96; 1059.94; 3307.68; -1277.06; -388.67;   1.78;   4.23; -97.03; 51876587.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.98; 1071.06; 20788.00; 
 -1.71; 159.09; 1013.82; 988.92; -9165.19; 481.95;   1.63;   4.31; -97.13; 51978218.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.98; 1026.23; 20788.00; 
 17.57; 161.41; 1033.46; 1181.43; -1644.56; -664.30;   1.75;   4.42; -97.17; 52078327.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.82; 1046.14; 20788.00; 
  5.12; 164.21; 1029.19; 3557.05; 1794.19; -1666.18;   1.93;   4.41; -97.15; 52178425.00; 19998.00; 20000.00; 20046.00; 20041.00; 19910.00;   0.95; 1042.22; 20788.00; 
-12.57; 129.69; 1012.60; -31814.82; -2208.94; 2783.20;   2.01;   4.02; -96.99; 52274347.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.87; 1020.95; 20788.00; 
-11.47; 130.30; 1033.58; 1360.80; -65.19; 1549.45;   1.92;   4.84; -97.17; 52374328.00; 20000.00; 20166.00; 19833.00; 19998.00; 20000.00;   0.88; 1041.83; 20788.00; 
 -1.59; 125.05; 1035.05; 568.92; -857.06;  44.45;   1.90;   4.82; -97.12; 52471654.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.98; 1042.58; 20788.00; 
09:32:44AM
 -4.27; 120.54; 1028.46; 3465.18; -419.56; 355.08;   1.91;   4.99; -97.08; 52570965.00; 19999.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.96; 1035.51; 24340.00; 
 -5.12; 131.39; 1018.09; 840.17; 626.06; -769.30;   1.95;   5.04; -97.06; 52673919.00; 19998.00; 20000.00; 19998.00; 20241.00; 19758.00;   0.95; 1026.55; 24340.00; 
-10.98; 121.27; 1040.90; -148.57; 385.44; -244.30;   1.93;   5.04; -97.06; 52771082.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.89; 1048.00; 24340.00; 
-17.69; 118.83; 1024.07; -1574.82; -2025.19; -288.05;   1.88;   5.04; -97.04; 52871154.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.82; 1031.09; 24340.00; 
-14.88; 112.24; 1030.17;  35.18; -397.69;   0.70;   1.84;   5.01; -97.01; 52971405.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.85; 1036.37; 24340.00; 
  2.68; 104.55; 1022.97; 1890.18; 1514.19;  -8.05;   1.79;   5.07; -96.99; 53071412.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.97; 1028.30; 24340.00; 
 -9.03; 108.46; 1037.98; 3701.43; 3531.06; -817.42;   1.78;   5.04; -96.96; 53171497.00; 20000.00; 19998.00; 20000.00; 20093.00; 19906.00;   0.91; 1043.67; 24340.00; 
-16.59; 108.58; 1050.30; 3010.18; 1610.44; -432.42;   1.73;   5.02; -96.95; 53271533.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.83; 1056.03; 24340.00; 
-18.06; 108.46; 1039.32; -1119.82; -2943.94; -73.68;   1.58;   4.99; -96.93; 53371597.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.82; 1045.12; 24340.00; 
 -0.73; 121.76; 1020.77; 2235.80; 1689.19; -506.80;   1.55;   5.12; -96.90; 53471661.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.99; 1028.01; 24340.00; 
09:32:45AM
-14.27; 113.46; 1015.65; -4414.20; -362.69; 1033.20;   1.64;   5.19; -96.83; 53570969.00; 20000.00; 19999.00; 20007.00; 20080.00; 19910.00;   0.85; 1022.07; 22217.00; 
-27.21; 107.60; 1019.92; -2655.45; 232.31; 1562.57;   1.65;   5.21; -96.85; 53671052.00; 20000.00; 19998.00; 20000.00; 20239.00; 19760.00;   0.72; 1025.94; 22217.00; 
-27.08;  95.16; 1023.82; -2152.32; 3062.94; 2888.20;   1.55;   5.10; -96.78; 53771090.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.72; 1028.59; 22217.00; 
-26.60; 106.02; 1021.63; -1360.45; -695.19; 2048.20;   1.61;   5.23; -96.67; 53871149.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.73; 1027.46; 22217.00; 
-20.98; 112.73; 1017.48;   8.93; 1339.19; 617.58;   1.79;   5.39; -96.59; 53971209.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.78; 1023.92; 22217.00; 
-23.79; 123.10; 1027.48; -4256.70; 1474.81; 2122.57;   1.86;   5.34; -96.50; 54071412.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.76; 1035.11; 22217.00; 
-29.16; 121.88; 1015.41; 481.42; 188.56; -43.05;   1.81;   5.24; -96.40; 54171503.00; 19998.00; 20000.00; 19998.00; 20090.00; 19908.00;   0.70; 1023.11; 22217.00; 
-10.86; 111.26; 1004.18; -96.07; -100.19; 1208.20;   1.80;   5.24; -96.31; 54271537.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.89; 1010.39; 22217.00; 
-10.74; 117.97; 1040.90; -1531.07; 652.31; 254.45;   1.94;   5.30; -96.24; 54371607.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.89; 1047.62; 22217.00; 
-34.40; 115.41; 1025.17; 910.17; -953.31; 293.83;   1.96;   5.33; -96.20; 54471653.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.65; 1032.22; 22217.00; 
09:32:46AM
-29.65; 112.24; 1017.97; 1023.92; -91.44; 1825.07;   1.78;   5.48; -96.19; 54570969.00; 19997.00; 20001.00; 19998.00; 20021.00; 19977.00;   0.69; 1024.57; 23395.00; 
-32.70; 112.48; 1001.25; -1898.57; -5218.94; 700.70;   1.54;   5.43; -96.14; 54671050.00; 20000.00; 19998.00; 20000.00; 20240.00; 19758.00;   0.66; 1008.08; 23395.00; 
-10.00; 115.05; 985.27; -4042.32; 1050.44; 1877.57;   1.45;   5.19; -96.10; 54771093.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.89; 992.02; 23395.00; 
-14.15;  98.45; 1002.23; -4917.33; -2362.06; 661.33;   1.45;   4.95; -96.08; 54871141.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.85; 1007.15; 23395.00; 
-16.84;  87.35; 1022.97; 3644.55; -4707.06; -642.42;   1.48;   4.78; -96.03; 54971214.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.83; 1026.83; 23395.00; 
 29.04;  81.98; 1001.99; 1675.80; 4349.19; 14201.95;   1.72;   4.92; -95.78; 55071416.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.70; 1005.75; 23395.00; 
  5.61;  65.27; 1043.83; 2139.55; 2192.31; 604.45;   1.88;   5.26; -95.24; 55171506.00; 19998.00; 20000.00; 19998.00; 20090.00; 19908.00;   0.94; 1045.89; 23395.00; 
-51.73;  77.84; 1083.48; -2191.70; -3735.81; -1801.80;   1.85;   5.68; -95.50; 55271576.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.50; 1087.51; 23395.00; 
-23.79;  72.10; 1031.63; 105.18; -7345.19; 3054.45;   1.38;   5.96; -95.53; 55371608.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.76; 1034.42; 23395.00; 
 19.03; 104.80; 982.10; -19892.95; 2459.19; 3684.45;   1.39;   6.36; -95.45; 55471664.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.80; 987.86; 23395.00; 
09:32:47AM
 -5.00; 111.51; 1003.33; -4488.58; -205.19; -511.17;   1.44;   5.95; -95.60; 55570975.00; 19997.00; 20033.00; 19967.00; 19998.00; 20000.00;   0.95; 1009.52; 22370.00; 
